乞闭 传老荐
楷档,1岿,2岿,3岿,4岿,5岿,6岿,7岿,8岿,9岿,10岿,11岿,12岿,楷钦拌,鉴困
1949,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,70
1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,74
1952,10.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,35.0,4
1953,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,17.0,59
1954,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,67
1955,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,22.0,37
1956,12.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,39.0,2
1957,5.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,15
1958,12.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,23.0,33
1959,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,56
1960,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,24.0,28
1961,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,24.0,28
1962,10.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,16
1963,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,70
1964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,76
1965,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,13.0,69
1966,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,22.0,37
1967,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,24.0,28
1968,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,19.0,51
1969,12.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,44.0,1
1970,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,20
1971,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,24.0,28
1972,11.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,29.0,10
1973,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,20.0,46
1974,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,25.0,20
1975,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,20.0,46
1976,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,24.0,28
1977,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,16.0,63
1978,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,43
1979,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,23.0,33
1980,11.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,28.0,13
1981,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,21.0,43
1982,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,59
1983,5.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,25.0,20
1984,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,9
1985,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,32.0,6
1986,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,22.0,37
1987,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,64
1988,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,33
1989,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,19.0,51
1990,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,20
1991,5.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,20
1992,10.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,29.0,10
1993,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,22.0,37
1994,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,51
1995,11.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,25.0,20
1996,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,18.0,56
1997,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,59
1998,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,25.0,20
1999,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,70
2000,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,16
2001,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,36.0,3
2002,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,22.0,37
2003,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,67
2004,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,70
2005,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,23.0,33
2006,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,17.0,59
2007,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,15.0,64
2008,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,15.0,64
2009,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,22.0,37
2010,11.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,34.0,5
2011,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,19.0,51
2012,9.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,28.0,13
2013,5.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,32.0,6
2014,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,25.0,20
2015,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,19.0,51
2016,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,20.0,46
2017,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,32.0,6
2018,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,21.0,43
2019,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,20.0,46
2020,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,20.0,46
2021,11.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,26.0,16
2022,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,29.0,10
2023,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,18.0,56
2024,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,26.0,16
2025,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,75


乞闭 拌例喊 传老荐
楷档,航(3~5岿),咯抚(6~8岿),啊阑(9~11岿),败匡(12~劳斥2岿)
乞斥,2.2,0.0,1.8,18.2
弥辟 10斥,0.9,0.0,2.5,19.6
弥辟  5斥,0.8,0.0,2.6,19.4
1904,0,0,0,0
1905,0,0,0,0
1906,0,0,0,0
1907,0,0,0,0
1908,0,0,0,0
1909,0,0,0,0
1910,0,0,0,0
1911,0,0,0,0
1912,0,0,0,0
1913,0,0,0,0
1914,0,0,0,0
1915,0,0,0,0
1916,0,0,0,0
1917,0,0,0,0
1918,0,0,0,0
1919,0,0,0,0
1920,0,0,0,0
1921,0,0,0,0
1922,0,0,0,0
1923,0,0,0,0
1924,0,0,0,0
1925,0,0,0,0
1926,0,0,0,0
1927,0,0,0,0
1928,0,0,0,0
1929,0,0,0,0
1930,0,0,0,0
1931,0,0,0,0
1932,0,0,0,0
1933,0,0,0,0
1934,0,0,0,0
1935,0,0,0,0
1936,0,0,0,0
1937,0,0,0,0
1938,0,0,0,0
1939,0,0,0,0
1940,0,0,0,0
1941,0,0,0,0
1942,0,0,0,0
1943,0,0,0,0
1944,0,0,0,0
1945,0,0,0,0
1946,0,0,0,0
1947,0,0,0,0
1948,0,0,0,9
1949,2,0,0,1
1950,0,0,0,0
1951,0,0,2,22
1952,4,0,0,23
1953,1,0,1,14
1954,0,0,0,18
1955,4,0,1,24
1956,5,0,1,28
1957,7,0,0,21
1958,4,0,1,15
1959,1,0,0,15
1960,0,0,4,23
1961,2,0,1,23
1962,7,0,0,15
1963,0,0,0,0
1964,1,0,0,1
1965,3,0,4,14
1966,4,0,2,20
1967,1,0,1,23
1968,1,0,1,26
1969,6,0,5,21
1970,10,0,1,17
1971,4,0,1,27
1972,2,0,3,9
1973,1,0,5,18
1974,6,0,1,18
1975,4,0,1,17
1976,1,0,3,15
1977,3,0,1,20
1978,3,0,0,19
1979,1,0,1,21
1980,2,0,1,20
1981,2,0,4,11
1982,2,0,0,21
1983,4,0,3,18
1984,8,0,0,26
1985,2,0,5,22
1986,3,0,2,13
1987,1,0,1,15
1988,4,0,0,16
1989,2,0,1,22
1990,1,0,0,22
1991,6,0,0,25
1992,2,0,1,15
1993,2,0,4,19
1994,3,0,0,19
1995,5,0,2,13
1996,3,0,3,15
1997,0,0,0,22
1998,0,0,5,8
1999,1,0,1,21
2000,1,0,0,31
2001,6,0,1,17
2002,2,0,3,17
2003,3,0,0,11
2004,1,0,1,11
2005,2,0,1,16
2006,3,0,2,10
2007,3,0,1,14
2008,1,0,2,14
2009,2,0,2,26
2010,6,0,2,17
2011,2,0,1,21
2012,2,0,2,24
2013,2,0,6,19
2014,2,0,1,19
2015,2,0,3,21
2016,0,0,1,19
2017,0,0,4,29
2018,1,0,2,12
2019,2,0,2,18
2020,1,0,1,23
2021,2,0,3,23
2022,1,0,1,17
2023,0,0,4,22
2024,0,0,4,12
2025,0,0,0,0


传老荐 包螟蔼
楷档,朝楼,瘤痢,扁惑泅惑,老 弥缴脚利汲(cm)
1949,0109,牢玫,传,0.0
1949,0110,牢玫,传,0.2
1949,0112,牢玫,传,3.0
1949,0114,牢玫,传,2.0
1949,0121,牢玫,传,0.0
1949,0129,牢玫,传,0.0
1949,0211,牢玫,传,0.0
1949,0213,牢玫,传,0.0
1949,0217,牢玫,传,0.1
1949,0313,牢玫,传,0.0
1949,0413,牢玫,传,0.0
1949,1210,牢玫,传,1.0
1951,1125,牢玫,传,0.0
1951,1127,牢玫,传,0.0
1951,1207,牢玫,传,0.0
1951,1225,牢玫,传,-
1951,1230,牢玫,传,2.4
1951,1231,牢玫,传,0.8
1952,0102,牢玫,传,0.0
1952,0104,牢玫,传,0.0
1952,0110,牢玫,传,0.0
1952,0114,牢玫,传,0.5
1952,0117,牢玫,传,0.0
1952,0118,牢玫,传,0.0
1952,0119,牢玫,传,0.0
1952,0121,牢玫,传,0.0
1952,0122,牢玫,传,0.0
1952,0124,牢玫,传,0.0
1952,0201,牢玫,传,1.3
1952,0207,牢玫,传,1.7
1952,0209,牢玫,传,0.0
1952,0211,牢玫,传,0.3
1952,0215,牢玫,传,1.0
1952,0221,牢玫,传,0.0
1952,0225,牢玫,传,1.6
1952,0226,牢玫,传,6.5
1952,0302,牢玫,传,1.0
1952,0318,牢玫,传,-
1952,0319,牢玫,传,0.5
1952,0322,牢玫,传,1.0
1952,1201,牢玫,传,0.1
1952,1202,牢玫,传,4.2
1952,1205,牢玫,传,0.0
1952,1206,牢玫,传,0.0
1952,1207,牢玫,传,2.4
1952,1219,牢玫,传,0.9
1952,1220,牢玫,传,0.0
1952,1221,牢玫,传,0.5
1952,1222,牢玫,传,0.8
1952,1227,牢玫,传,4.4
1952,1229,牢玫,传,2.5
1952,1230,牢玫,传,0.0
1952,1231,牢玫,传,-
1953,0105,牢玫,传,0.0
1953,0112,牢玫,传,0.0
1953,0117,牢玫,传,1.5
1953,0118,牢玫,传,0.2
1953,0121,牢玫,传,0.0
1953,0206,牢玫,传,0.0
1953,0207,牢玫,传,0.0
1953,0210,牢玫,传,0.0
1953,0217,牢玫,传,1.0
1953,0220,牢玫,传,0.0
1953,0311,牢玫,传,0.0
1953,1121,牢玫,传,0.0
1953,1207,牢玫,传,0.0
1953,1212,牢玫,传,0.0
1953,1222,牢玫,传,2.2
1953,1223,牢玫,传,4.6
1953,1229,牢玫,传,0.0
1954,0102,牢玫,传,0.0
1954,0105,牢玫,传,0.0
1954,0106,牢玫,传,-
1954,0114,牢玫,传,5.2
1954,0116,牢玫,传,-
1954,0127,牢玫,传,2.8
1954,0131,牢玫,传,1.8
1954,0201,牢玫,传,4.8
1954,0214,牢玫,传,0.1
1954,1201,牢玫,传,0.0
1954,1213,牢玫,传,3.6
1954,1215,牢玫,传,6.5
1954,1216,牢玫,传,0.0
1954,1218,牢玫,传,-
1955,0104,牢玫,传,1.8
1955,0105,牢玫,传,1.9
1955,0109,牢玫,传  传焊扼,2.8
1955,0115,牢玫,传,2.0
1955,0116,牢玫,传,2.0
1955,0118,牢玫,传,0.2
1955,0119,牢玫,传,0.8
1955,0128,牢玫,传,0.0
1955,0129,牢玫,传,9.2
1955,0130,牢玫,传,5.3
1955,0212,牢玫,传,0.0
1955,0213,牢玫,传,1.5
1955,0219,牢玫,传  传焊扼,0.8
1955,0312,牢玫,传,0.3
1955,0313,牢玫,传,0.0
1955,0314,牢玫,传,0.1
1955,0319,牢玫,传,3.2
1955,1107,牢玫,传,0.0
1955,1207,牢玫,传,0.0
1955,1220,牢玫,传,0.0
1955,1224,牢玫,传,1.5
1955,1228,牢玫,传,0.5
1956,0109,牢玫,传,-
1956,0110,牢玫,传,2.0
1956,0112,牢玫,传,0.1
1956,0114,牢玫,传,-
1956,0115,牢玫,传,-
1956,0118,牢玫,传,-
1956,0120,牢玫,传,-
1956,0121,牢玫,传,2.8
1956,0124,牢玫,传,-
