乞闭 碍荐老荐
楷档,1岿,2岿,3岿,4岿,5岿,6岿,7岿,8岿,9岿,10岿,11岿,12岿,楷钦拌,鉴困
1940,11.0,5.0,5.0,8.0,5.0,9.0,17.0,15.0,8.0,8.0,11.0,10.0,112.0,73
1941,12.0,6.0,10.0,7.0,9.0,18.0,19.0,17.0,10.0,8.0,7.0,9.0,132.0,21
1942,13.0,4.0,11.0,5.0,9.0,5.0,5.0,16.0,13.0,8.0,10.0,12.0,111.0,76
1943,7.0,6.0,11.0,6.0,10.0,10.0,15.0,8.0,14.0,8.0,15.0,13.0,123.0,49
1944,18.0,18.0,10.0,11.0,9.0,5.0,11.0,8.0,12.0,5.0,17.0,11.0,135.0,13
1945,13.0,8.0,11.0,7.0,10.0,13.0,15.0,14.0,17.0,6.0,2.0,18.0,134.0,14
1946,7.0,4.0,14.0,14.0,10.0,17.0,10.0,16.0,11.0,8.0,6.0,16.0,133.0,18
1947,11.0,8.0,13.0,8.0,10.0,14.0,24.0,13.0,10.0,6.0,7.0,12.0,136.0,10
1948,16.0,6.0,9.0,9.0,8.0,13.0,26.0,16.0,13.0,6.0,3.0,14.0,139.0,9
1949,18.0,13.0,11.0,11.0,11.0,10.0,15.0,14.0,15.0,8.0,8.0,13.0,147.0,5
1950,16.0,9.0,9.0,7.0,12.0,16.0,14.0,9.0,9.0,9.0,8.0,11.0,129.0,32
1951,10.0,11.0,11.0,9.0,14.0,6.0,14.0,11.0,9.0,9.0,13.0,12.0,129.0,31
1952,12.0,9.0,13.0,12.0,13.0,9.0,9.0,16.0,14.0,9.0,7.0,9.0,132.0,20
1953,10.0,11.0,6.0,6.0,11.0,16.0,18.0,8.0,7.0,7.0,7.0,10.0,117.0,63
1954,10.0,11.0,3.0,8.0,14.0,16.0,21.0,15.0,12.0,7.0,3.0,8.0,128.0,35
1955,13.0,7.0,12.0,10.0,10.0,12.0,17.0,14.0,8.0,7.0,9.0,2.0,121.0,58
1956,10.0,9.0,15.0,9.0,10.0,18.0,14.0,14.0,14.0,5.0,2.0,5.0,125.0,43
1957,9.0,8.0,7.0,12.0,8.0,10.0,23.0,13.0,2.0,6.0,5.0,11.0,114.0,68
1958,13.0,5.0,7.0,13.0,7.0,6.0,14.0,17.0,10.0,11.0,9.0,10.0,122.0,55
1959,13.0,11.0,11.0,10.0,8.0,9.0,16.0,9.0,15.0,2.0,8.0,10.0,122.0,54
1960,13.0,6.0,10.0,7.0,15.0,11.0,12.0,11.0,17.0,3.0,9.0,12.0,126.0,40
1961,13.0,8.0,10.0,6.0,8.0,16.0,18.0,15.0,16.0,7.0,8.0,10.0,135.0,12
1962,12.0,8.0,11.0,11.0,4.0,9.0,18.0,19.0,16.0,6.0,10.0,6.0,130.0,27
1963,25.0,7.0,5.0,17.0,18.0,20.0,19.0,12.0,9.0,5.0,6.0,9.0,152.0,4
1964,9.0,11.0,9.0,17.0,7.0,12.0,15.0,9.0,13.0,7.0,9.0,4.0,122.0,53
1965,14.0,6.0,5.0,9.0,8.0,6.0,21.0,15.0,4.0,7.0,16.0,14.0,125.0,42
1966,10.0,8.0,15.0,8.0,10.0,7.0,17.0,10.0,9.0,12.0,13.0,8.0,127.0,37
1967,12.0,13.0,11.0,12.0,5.0,10.0,14.0,4.0,9.0,4.0,16.0,16.0,126.0,39
1968,11.0,16.0,8.0,8.0,7.0,4.0,8.0,14.0,6.0,8.0,10.0,12.0,112.0,72
1969,16.0,11.0,8.0,14.0,12.0,9.0,20.0,18.0,14.0,2.0,10.0,18.0,152.0,3
1970,4.0,8.0,6.0,12.0,9.0,12.0,19.0,12.0,19.0,10.0,7.0,6.0,124.0,45
1971,12.0,15.0,8.0,8.0,9.0,18.0,15.0,11.0,13.0,6.0,8.0,9.0,132.0,19
1972,13.0,12.0,10.0,9.0,13.0,14.0,10.0,14.0,15.0,4.0,16.0,9.0,139.0,8
1973,7.0,8.0,7.0,10.0,10.0,6.0,10.0,7.0,11.0,11.0,7.0,13.0,107.0,79
1974,4.0,13.0,10.0,10.0,9.0,6.0,20.0,10.0,4.0,6.0,7.0,10.0,109.0,78
1975,12.0,10.0,5.0,13.0,9.0,12.0,15.0,12.0,13.0,10.0,6.0,11.0,128.0,34
1976,7.0,10.0,6.0,8.0,12.0,15.0,12.0,17.0,9.0,9.0,13.0,12.0,130.0,26
1977,7.0,4.0,11.0,16.0,8.0,10.0,9.0,10.0,9.0,3.0,14.0,8.0,109.0,77
1978,16.0,9.0,8.0,6.0,2.0,17.0,12.0,16.0,8.0,6.0,11.0,5.0,116.0,65
1979,7.0,11.0,7.0,8.0,11.0,18.0,16.0,13.0,10.0,4.0,10.0,6.0,121.0,57
1980,15.0,11.0,11.0,11.0,12.0,13.0,20.0,18.0,7.0,11.0,8.0,17.0,154.0,2
1981,10.0,10.0,4.0,10.0,7.0,13.0,17.0,16.0,6.0,11.0,7.0,6.0,117.0,62
1982,10.0,7.0,10.0,7.0,6.0,5.0,12.0,12.0,3.0,6.0,12.0,12.0,102.0,81
1983,11.0,15.0,11.0,15.0,7.0,6.0,13.0,14.0,15.0,8.0,9.0,11.0,135.0,11
1984,8.0,7.0,12.0,12.0,7.0,9.0,16.0,13.0,11.0,7.0,7.0,14.0,123.0,48
1985,10.0,14.0,11.0,10.0,8.0,15.0,16.0,10.0,16.0,10.0,18.0,17.0,155.0,1
1986,15.0,9.0,8.0,9.0,8.0,10.0,16.0,12.0,10.0,9.0,5.0,10.0,121.0,56
