乞闭 传老荐
楷档,1岿,2岿,3岿,4岿,5岿,6岿,7岿,8岿,9岿,10岿,11岿,12岿,楷钦拌,鉴困
1957,0326,何魂,传,-
1957,1218,何魂,传,0.3
1958,0101,何魂,传,-
1958,0104,何魂,传,-
1958,0115,何魂,传,-
1958,0116,何魂,传,-
1958,0121,何魂,传,-
1958,0128,何魂,传,-
1958,0211,何魂,传,-
1958,0330,何魂,传,-
1958,1228,何魂,传,-
1959,0126,何魂,柳传柄厚,-
1959,1219,何魂,传,0.5
1959,1220,何魂,传,0.2
1960,0116,何魂,传,2.2
1960,0126,何魂,传,-
1960,0127,何魂,传,-
1960,1217,何魂,传,-
1961,0103,何魂,传,-
1961,0118,何魂,传,-
1961,0124,何魂,柳传柄厚,-
1961,0202,何魂,传,-
1961,0212,何魂,传,-
1961,0226,何魂,传,-
1961,0327,何魂,传  柳传柄厚,-
1962,0101,何魂,传  柳传柄厚,0.2
1962,0118,何魂,传,-
1962,0214,何魂,传,-
1962,0215,何魂,传,-
1962,0218,何魂,传,-
1962,0219,何魂,传,-
1962,0301,何魂,传,-
1962,0302,何魂,传,0.5
1962,0316,何魂,传,-
1962,0326,何魂,传,-
1962,0403,何魂,传,-
1962,1211,何魂,传,-
1963,0101,何魂,传,-
1963,0102,何魂,传,-
1963,0103,何魂,传,-
1963,0105,何魂,柳传柄厚,-
1963,0108,何魂,传,-
1963,0109,何魂,传,-
1963,0110,何魂,传,-
1963,0114,何魂,传,-
1963,0115,何魂,传,-
1963,0118,何魂,传,-
1963,0120,何魂,传  轿遏传,0.4
1963,0122,何魂,传  轿遏传,-
1963,0208,何魂,传,2.3
1963,0226,何魂,传,-
1963,0309,何魂,传  柳传柄厚,-
1963,0310,何魂,传,-
1963,0311,何魂,传,-
1963,0312,何魂,传,-
1963,0324,何魂,传,-
1963,0408,何魂,柳传柄厚,-
1963,1126,何魂,传,-
1964,0119,何魂,家倡传,-
1964,0215,何魂,传,4.4
1964,0317,何魂,传,-
1965,0110,何魂,家倡传  家倡己柳传柄厚,-
1965,0111,何魂,传,-
1965,0202,何魂,家倡传,-
1965,0205,何魂,传,0.7
1966,0307,何魂,传,-
1966,0308,何魂,传,-
1966,1130,何魂,家倡传,-
1967,0106,何魂,传,-
1967,0305,何魂,传,0.3
1967,1207,何魂,传,-
1967,1208,何魂,传,-
1968,0110,何魂,传,-
1968,0113,何魂,传,-
1968,0114,何魂,传,-
1968,0129,何魂,传,2.5
1968,0215,何魂,传  柳传柄厚,-
1968,0222,何魂,传,-
1968,0223,何魂,传,-
1968,0311,何魂,传  柳传柄厚,-
1968,1222,何魂,家倡传,-
1968,1223,何魂,传,-
1969,0107,何魂,传,-
1969,0111,何魂,传,0.7
1969,0112,何魂,传,0.9
1969,0128,何魂,柳传柄厚,-
1969,0129,何魂,传,-
1969,0130,何魂,传,-
1969,0131,何魂,柳传柄厚,-
1969,0203,何魂,传,-
1969,0204,何魂,传  柳传柄厚,3.8
1969,0215,何魂,传,-
1969,0227,何魂,传,0.4
1969,0311,何魂,传  轿遏传,-
1969,0312,何魂,传  柳传柄厚,0.4
1969,0404,何魂,传,-
1969,1202,何魂,传,0.3
1969,1209,何魂,传,0.0
1969,1230,何魂,柳传柄厚,-
1970,0130,何魂,传  柳传柄厚,-
1970,0316,何魂,柳传柄厚,-
1970,0318,何魂,传,-
1970,1213,何魂,传,-
1970,1222,何魂,柳传柄厚,-
1971,0104,何魂,家倡传,-
1971,0108,何魂,传  柳传柄厚,2.8
1971,0113,何魂,传,-
1971,0122,何魂,传,-
1971,0125,何魂,家倡传,-
1971,0209,何魂,传,-
1971,0313,何魂,传,-
1971,1206,何魂,柳传柄厚,-
1972,1127,何魂,传,-
1973,0102,何魂,传,-
1973,1206,何魂,家倡传,-
1973,1223,何魂,传,-
1973,1228,何魂,传,-
1974,0112,何魂,传,-
1974,0130,何魂,传,-
1974,0206,何魂,传  轿遏传,0.1
1974,0207,何魂,传,0.1
1975,0113,何魂,传,0.5
1975,0119,何魂,传,0.0
1975,0122,何魂,传,4.5
1975,0128,何魂,家倡传,0.0
1975,0218,何魂,传  柳传柄厚,2.0
1975,0219,何魂,柳传柄厚  轿遏传,0.0
1975,0220,何魂,家倡传,-
1975,1123,何魂,传,-
1975,1222,何魂,传,-
1976,0109,何魂,传,-
1976,0110,何魂,传,-
1976,0111,何魂,传,-
1976,0122,何魂,传,0.3
1976,0207,何魂,传,-
1976,0208,何魂,传,-
1976,0302,何魂,传,-
1976,0303,何魂,传,1.2
1976,1114,何魂,传,-
1976,1208,何魂,传,-
1977,0115,何魂,传,0.9
1977,0122,何魂,传,-
1977,0204,何魂,传,-
1977,1201,何魂,柳传柄厚,-
1978,0102,何魂,传  柳传柄厚,11.9
1978,0119,何魂,传,-
1978,0129,何魂,传,-
1978,0202,何魂,传,-
1978,1128,何魂,传,-
1979,0115,何魂,传,-
1979,0131,何魂,柳传柄厚,-
1979,1113,何魂,传,-
1979,1223,何魂,传,-
1979,1224,何魂,传,-
1980,0205,何魂,传,-
1980,1203,何魂,传  柳传柄厚,-
1980,1209,何魂,传,4.4
1980,1212,何魂,传  家倡传,1.6
1980,1214,何魂,传,-
1980,1224,何魂,传,-
1981,0110,何魂,传,-
1981,0115,何魂,传  柳传柄厚  轿遏传,0.5
1981,0116,何魂,传,-
1981,0131,何魂,传  柳传柄厚,1.0
1981,0201,何魂,传,5.1
1981,0217,何魂,传  柳传柄厚,-
1981,0220,何魂,传  柳传柄厚,-
1981,1201,何魂,传,-
1981,1219,何魂,传,-
1982,0115,何魂,传,-
1982,0118,何魂,传,0.2
1982,0131,何魂,传,0.5
1982,0203,何魂,传,0.5
1982,0204,何魂,传  柳传柄厚,9.8
1982,0409,何魂,传,-
1982,1212,何魂,传,-
1983,0208,何魂,传,-
1983,0209,何魂,传,-
1983,0210,何魂,传,-
1983,0218,何魂,传,0.4
1983,0223,何魂,柳传柄厚,-
1983,0313,何魂,柳传柄厚  家倡己柳传柄厚,-
1983,0314,何魂,传,0.5
1983,1117,何魂,传,-
1983,1211,何魂,传,-
1983,1224,何魂,传,-
1983,1230,何魂,传,1.2
1983,1231,何魂,传,2.0
1984,0103,何魂,传,-
1984,0217,何魂,传,2.2
1984,0301,何魂,传  柳传柄厚,1.6
1984,0306,何魂,传,2.5
1985,0129,何魂,传,0.3
1985,0210,何魂,柳传柄厚,-
1985,0218,何魂,传  柳传柄厚,-
1985,0311,何魂,柳传柄厚,-
1985,1202,何魂,传,-
1986,0101,何魂,传,0.1
1986,0215,何魂,传,-
1986,0218,何魂,柳传柄厚,-
1986,1227,何魂,传,-
1987,0105,何魂,传,-
1987,0112,何魂,传  柳传柄厚,-
1987,0202,何魂,传,0.9
1987,0203,何魂,传,0.9
1987,0307,何魂,柳传柄厚,-
1988,0105,何魂,传  柳传柄厚,-
1988,0123,何魂,传,-
1988,0307,何魂,传,0.3
1988,0308,何魂,传,-
1988,1210,何魂,传,-
1988,1215,何魂,传,-
1989,0114,何魂,柳传柄厚,-
1989,0115,何魂,传  柳传柄厚,-
1989,0305,何魂,传  柳传柄厚,1.1
1989,0306,何魂,传,-
1990,0101,何魂,传,-
1990,0115,何魂,传,0.6
1990,0201,何魂,柳传柄厚,-
1990,1217,何魂,传,-
1990,1226,何魂,传,-
1991,0220,何魂,家倡传,-
1991,0221,何魂,家倡传,-
1991,0222,何魂,传,1.5
1991,1228,何魂,传,0.0
1992,0110,何魂,传,0.8
1992,0114,何魂,传,0.7
1992,0131,何魂,传  柳传柄厚,5.1
1992,0201,何魂,传,0.3
1992,1224,何魂,传,0.3
1993,0113,何魂,传  柳传柄厚,1.0
1993,0115,何魂,传,-
1993,0127,何魂,传,-
1993,0316,何魂,传,-
1993,1123,何魂,传,-
1994,0122,何魂,家倡传,-
1994,0123,何魂,家倡传,-
1994,0128,何魂,传,0.7
1994,0204,何魂,传,-
1994,0211,何魂,传  柳传柄厚,-
1994,0309,何魂,传  柳传柄厚,-
1994,0324,何魂,柳传柄厚,-
1995,0105,何魂,柳传柄厚,-
1995,0202,何魂,传,-
1995,0228,何魂,传  柳传柄厚  轿遏传,-
1995,0304,何魂,传,-
1995,1224,何魂,家倡传,-
1996,0208,何魂,传,-
1996,0209,何魂,传,-
1996,0216,何魂,传  柳传柄厚,-
1996,0217,何魂,传  柳传柄厚,1.3
1996,0218,何魂,传,-
1996,1130,何魂,传  家倡传,-
1996,1205,何魂,传  家倡传,-
1997,0101,何魂,传,-
1997,0105,何魂,传,-
1997,0107,何魂,传,3.3
1997,0108,何魂,传,0.1
1997,0123,何魂,传,-
1997,0218,何魂,传,-
1997,1211,何魂,传  柳传柄厚,-
1998,0208,何魂,传,0.0
1999,0202,何魂,传,-
1999,0203,何魂,传,-
1999,1224,何魂,传,-
2000,0119,何魂,传,-
2000,1225,何魂,传,-
2001,0113,何魂,传,12.4
2001,0127,何魂,柳传柄厚,-
2001,0128,何魂,家倡传,-
2001,0304,何魂,传,-
2001,0308,何魂,传,-
2001,0330,何魂,传  柳传柄厚,-
2001,1225,何魂,传,2.2
2002,0121,何魂,柳传柄厚,-
2002,0122,何魂,传,-
2002,0210,何魂,家倡传,-
2002,1118,何魂,家倡传,-
2002,1211,何魂,家倡传,-
2002,1225,何魂,柳传柄厚  家倡传,-
2003,0103,何魂,柳传柄厚,-
2003,0122,何魂,传  柳传柄厚,2.7
2003,0123,何魂,传  柳传柄厚,1.5
2004,0303,何魂,传,1.5
2004,0306,何魂,家倡传,-
2004,1231,何魂,传,1.1
2005,0116,何魂,传,3.6
2005,0131,何魂,传,0.3
2005,0209,何魂,传  柳传柄厚,0.3
2005,0224,何魂,传  柳传柄厚,-
2005,0305,何魂,传,29.5
2005,0306,何魂,传,11.9
2005,0324,何魂,家倡传,-
2005,1204,何魂,家倡传,-
2005,1217,何魂,传,-
2005,1221,何魂,传,-
2005,1223,何魂,传,-
2006,0206,何魂,传  柳传柄厚,3.9
2006,1217,何魂,传,-
2007,0106,何魂,传,-
2007,0126,何魂,柳传柄厚,-
2008,0113,何魂,传  柳传柄厚,-
2008,0128,何魂,柳传柄厚,-
2008,0129,何魂,传  柳传柄厚,-
2008,0203,何魂,柳传柄厚,-
2008,0226,何魂,传  柳传柄厚,-
2008,0304,何魂,传,-
2008,1205,何魂,传,-
2009,0114,何魂,传,-
2009,0121,何魂,柳传柄厚,-
2009,1117,何魂,传  柳传柄厚,-
2010,0212,何魂,传  柳传柄厚,-
2010,0213,何魂,传  柳传柄厚,-
2010,0310,何魂,传  柳传柄厚,5.4
2010,1209,何魂,柳传柄厚,-
2010,1230,何魂,传,-
2011,0104,何魂,传,-
2011,0210,何魂,柳传柄厚,-
2011,0211,何魂,传,-
2011,0212,何魂,传,-
2011,0214,何魂,传,7.0
2012,0101,何魂,传,-
2012,0213,何魂,柳传柄厚,-
2012,1207,何魂,传  柳传柄厚,-
2012,1228,何魂,传  柳传柄厚,-
2013,0117,何魂,家倡传,-
2013,1220,何魂,传,0.3
2014,0206,何魂,传,-
2014,0210,何魂,传  柳传柄厚,0.2
2014,0211,何魂,传,-
2014,0218,何魂,传  柳传柄厚  轿遏传,-
2014,1204,何魂,家倡传,-
2014,1208,何魂,柳传柄厚,-
2014,1213,何魂,家倡传,-
2015,1216,何魂,传,-
2016,0123,何魂,传,-
2016,0124,何魂,传,-
2016,0229,何魂,家倡传,-
2017,0113,何魂,传,-
2017,0120,何魂,传,-
2018,0105,何魂,传,-
2018,0110,何魂,家倡传,1.3
2018,0321,何魂,柳传柄厚,-
2018,1231,何魂,传,-
2019,0131,何魂,传,0.2
2019,0210,何魂,柳传柄厚,-
2020,1230,何魂,传  柳传柄厚,-
2021,0107,何魂,传,-
2021,0118,何魂,传,-
2022,1222,何魂,传,-
2022,1223,何魂,传,-
2023,1118,何魂,传,0.3
2023,1219,何魂,传,-
2023,1224,何魂,传,0.0
