date,temp,rain,snow
0216,2.1,0.0,0
0217,5.0,15,1
0218,3.9,15,1
0219,-0.4,0.0,0
0220,3.2,0.0,0
0221,6.5,0.0,0
0222,5.2,0.0,0
0223,3.4,0.0,0
0224,5.0,0.0,0
0225,5.0,0.0,0
0226,2.1,0.0,0
0227,1.4,0.0,0
0228,4.9,15,1
0301,2.3,0.0,0
0302,2.0,15,1
0303,2.3,15,1
0304,0.8,15,1
0305,-1.4,15,1
0306,2.7,0.0,0
0307,4.5,2.2,1
0308,5.2,0.0,0
0309,3.3,0.0,0
0310,4.1,0.0,0
0311,5.9,2.2,0
0312,9.3,37.0,0
0313,6.1,15,1
0314,1.3,0.0,0
0315,1.1,15,1
0316,1.8,0.0,0
0317,6.0,0.0,0
0318,11.1,0.0,0
0319,10.3,0.0,0
0320,12.6,0.0,0
0321,4.2,11.1,1
0322,5.0,0.0,0
0323,10.3,0.0,0
0324,12.5,0.2,0
0325,9.8,0.0,0
0326,10.6,0.1,0
0327,7.4,0.0,0
0328,6.3,1.2,0
0329,5.9,0.0,0
0330,5.8,0.0,0
0331,8.1,0.0,0
0401,8.0,0.0,0
0402,7.3,0.0,0
0403,9.3,2.3,0
0404,12.2,0.0,0
0405,6.4,0.0,0
0406,6.6,0.0,0
0407,9.5,0.0,0
0408,14.2,0.0,0
0409,15.3,9.0,0
0410,9.3,14.3,0
0411,14.6,6.5,0
0412,9.5,28.3,0
0413,7.6,2.6,0
0414,7.2,0.0,0
0415,9.1,0.0,0
0416,9.1,0.0,0
0417,12.7,0.0,0
0418,13.9,0.0,0
0419,13.2,0.0,0
0420,13.9,0.0,0
0421,14.4,0.0,0
0422,14.4,0.0,0
0423,13.6,10.7,0
0424,15.6,0.0,0
0425,10.9,0.0,0
0426,13.9,0.0,0
0427,14.4,0.0,0
0428,13.4,0.0,0
0429,9.7,7.8,0
0430,9.1,0.7,0
0501,11.4,0.0,0
0502,15.4,0.0,0
0503,19.0,0.0,0
0504,19.2,0.0,0
0505,19.3,0.0,0
0506,18.3,0.0,0
0507,17.9,0.0,0
0508,16.7,26.0,0
0509,15.7,85.7,0
0510,14.2,23.0,0
0511,16.5,0.6,0
0512,17.5,0.1,0
0513,13.9,0.0,0
0514,18.3,0.0,0
0515,16.1,0.0,0
0516,16.8,0.0,0
0517,18.7,0.0,0
0518,19.7,0.1,0
0519,18.2,2.1,0
0520,17.0,63.6,0
0521,17.6,0.0,0
0522,19.0,0.3,0
0523,17.4,0.0,0
0524,16.0,0.0,0
0525,16.1,0.0,0
0526,17.5,0.0,0
0527,19.5,0.0,0
0528,17.5,0.0,0
0529,16.0,0.0,0
0530,16.2,0.0,0
0531,17.5,0.0,0
0601,19.3,0.0,0
0602,17.1,51.9,0
0603,18.5,0.0,0
0604,18.6,0.0,0
0605,19.4,0.1,0
0606,18.8,0.0,0
0607,17.1,0.4,0
0608,17.6,0.0,0
0609,19.5,0.0,0
0610,19.0,0.0,0
0611,18.3,0.0,0
0612,18.6,1.3,0
0613,19.3,0.0,0
0614,19.9,0.0,0
0615,20.2,0.0,0
0616,19.1,0.0,0
0617,21.9,0.0,0
0618,20.4,0.0,0
0619,19.9,10.8,0
0620,18.7,10.3,0
0621,19.4,0.0,0
0622,18.4,0.0,0
0623,18.0,3.2,0
0624,20.4,24.1,0
0625,19.6,0.3,0
0626,22.8,0.1,0
0627,21.2,0.0,0
0628,22.3,0.0,0
0629,22.0,0.0,0
0630,22.3,0.0,0
0701,21.9,0.0,0
0702,21.8,0.0,0
0703,23.8,0.0,0
0704,23.9,0.0,0
0705,22.6,0.0,0
0706,22.9,0.0,0
0707,24.1,0.0,0
0708,25.9,0.0,0
0709,26.1,0.0,0
0710,24.8,8.6,0
0711,26.0,0.0,0
0712,20.5,0.1,0
0713,20.4,16.1,0
0714,20.5,0.0,0
0715,21.2,0.0,0
0716,21.7,0.0,0
0717,21.5,0.0,0
0718,21.1,4.3,0
0719,21.2,10.5,0
0720,21.0,127.9,0
0721,20.5,165.7,0
0722,20.7,85.4,0
0723,23.5,48.6,0
0724,21.6,101.1,0
0725,21.5,18.4,0
0726,23.6,16.7,0
0727,25.8,0.0,0
0728,25.7,0.0,0
0729,24.5,0.0,0
0730,23.4,0.0,0
0731,23.3,4.0,0
0801,24.5,0.7,0
0802,26.0,0.0,0
0803,25.9,0.0,0
0804,27.3,0.0,0
0805,26.6,0.0,0
0806,24.7,0.0,0
0807,27.5,0.0,0
0808,26.1,0.0,0
0809,25.1,53.2,0
0810,25.4,14.2,0
0811,25.0,1.9,0
0812,24.8,5.2,0
0813,25.0,0.6,0
0814,22.6,0.1,0
0815,24.9,0.0,0
0816,24.6,0.0,0
0817,23.9,0.0,0
0818,26.1,0.0,0
0819,25.0,0.0,0
0820,25.0,0.0,0
0821,25.7,0.0,0
0822,26.2,0.0,0
0823,26.3,0.0,0
0824,27.1,0.0,0
0825,25.2,0.0,0
0826,27.0,0.2,0
0827,23.9,0.0,0
0828,22.2,2.7,0
0829,21.6,4.5,0
0830,21.0,0.3,0
0831,20.5,0.8,0
0901,22.2,0.0,0
0902,21.6,0.0,0
0903,22.2,0.0,0
0904,22.5,0.0,0
0905,23.4,36.5,0
0906,22.3,0.0,0
0907,23.7,0.2,0
0908,19.2,154.0,0
0909,21.5,20.8,0
0910,21.2,0.0,0
0911,21.0,0.0,0
0912,21.4,0.0,0
0913,18.3,165.0,0
0914,18.3,6.5,0
0915,21.3,0.0,0
0916,20.9,1.0,0
0917,20.1,45.8,0
0918,21.1,0.0,0
0919,20.6,0.1,0
0920,17.2,11.3,0
0921,17.8,3.9,0
0922,15.8,3.0,0
0923,17.1,0.0,0
0924,18.4,0.0,0
0925,18.4,0.0,0
0926,19.7,0.0,0
0927,19.8,0.0,0
0928,19.7,0.0,0
0929,20.8,0.0,0
0930,21.4,0.2,0
1001,15.7,6.7,0
1002,15.4,0.0,0
1003,16.0,1.1,0
1004,16.1,0.0,0
1005,16.4,0.0,0
1006,15.1,0.0,0
1007,15.7,0.0,0
1008,15.2,0.0,0
1009,16.6,0.0,0
1010,17.3,0.0,0
1011,17.0,0.0,0
1012,17.1,0.0,0
1013,16.8,0.0,0
1014,20.2,0.0,0
1015,13.0,6.9,0
1016,9.0,0.0,0
1017,10.2,0.0,0
1018,12.8,0.0,0
1019,14.9,0.0,0
1020,15.6,0.0,0
1021,15.7,0.0,0
1022,16.9,0.0,0
1023,17.2,10.6,0
1024,15.8,29.4,0
1025,7.1,0.0,0
1026,10.2,0.0,0
1027,12.7,0.0,0
1028,14.6,0.0,0
1029,14.0,0.0,0
1030,13.6,0.0,0
1031,13.8,3.1,0
1101,14.6,8.4,0
1102,10.6,0.0,0
1103,10.3,0.0,0
1104,9.8,0.0,0
1105,11.8,0.0,0
1106,12.5,4.1,0
1107,8.4,0.0,0
1108,7.9,15,1
1109,9.2,0.0,0
1110,11.2,0.2,0
1111,10.4,0.0,0
1112,9.4,0.0,0
1113,11.0,0.0,0
1114,9.0,0.0,0
1115,10.6,0.0,0
1116,11.4,0.0,0
1117,12.9,0.2,0
1118,14.9,11.3,0
1119,6.6,0.0,0
1120,5.9,0.0,0
1121,7.9,0.0,0
1122,7.1,0.0,0
1123,10.9,0.0,0
1124,10.8,0.0,0
1125,11.2,14.7,0
1126,12.0,0.0,0
1127,6.0,4.0,0
1128,-0.8,0.0,0
1129,1.7,15,1
1130,4.2,15,1
1201,0.9,0.0,0
1202,3.5,15,1
1203,3.1,0.0,0
1204,1.9,0.0,0
1205,5.2,0.0,0
1206,6.0,0.0,0
1207,7.7,0.0,0
1208,10.1,0.0,0
1209,9.6,0.0,0
1210,8.8,0.0,0
1211,9.6,0.0,0
1212,9.9,0.0,0
1213,10.9,0.0,0
1214,8.8,0.0,0
1215,9.0,0.2,0
1216,6.6,0.0,0
1217,11.5,0.0,0
1218,8.0,2.8,0
1219,8.2,0.0,0
1220,8.4,0.0,0
1221,8.5,0.8,1
1222,10.8,3.5,1
1223,7.9,4.4,0
1224,8.1,0.0,0
1225,5.0,15,1
1226,5.2,0.0,0
1227,6.9,0.0,0
1228,8.6,23.9,1
1229,8.9,2.4,0
1230,10.0,0.0,0
1231,9.1,38.3,1
0101,6.3,0.1,0
0102,5.6,0.0,0
0103,6.3,15,1
0104,4.8,0.0,0
0105,3.4,0.0,0
0106,3.5,15,1
0107,3.7,15,1
0108,5.1,15,1
0109,5.3,0.0,0
0110,6.2,15,1
0111,7.4,0.0,0
0112,7.5,0.0,0
0113,5.9,0.0,0
0114,8.8,6.8,1
0115,2.3,2.0,1
0116,-1.6,15,1
0117,-3.2,0.0,0
0118,-3.3,0.0,0
0119,-1.9,0.0,0
0120,1.8,15,1
0121,1.4,15,1
0122,-2.9,0.0,0
0123,0.6,0.0,0
0124,-1.3,0.0,0
0125,1.5,0.0,0
0126,0.3,0.0,0
0127,0.2,0.0,0
0128,1.9,15,1
0129,1.9,15,1
0130,-0.5,0.0,0
0131,-0.7,0.0,0
0201,2.3,0.0,0
0202,4.1,15,1
0203,4.8,15,1
0204,4.5,15,1
0205,2.8,0.0,0
0206,-3.7,0.0,0
0207,-1.7,0.0,0
0208,2.4,0.0,0
0209,5.9,15.9,0
0210,7.3,5.3,0
0211,-0.6,0.0,0
0212,-0.5,0.0,0
0213,2.2,15,1
0214,2.9,0.0,0
0215,5.3,15,1
0216,3.4,0.0,0
0217,3.8,0.0,0
0218,3.1,0.0,0
0219,4.4,0.0,0
0220,6.1,0.0,0
0221,7.0,0.0,0
0222,5.6,20.0,0
0223,6.7,0.0,0
0224,7.2,0.0,0
0225,8.7,0.3,0
0226,9.8,0.7,0
0227,10.3,0.0,0
0228,10.6,15,1
0301,6.2,0.0,0
0302,7.3,15,1
0303,6.8,15,1
0304,4.2,15,1
0305,2.4,0.0,0
0306,5.2,0.0,0
0307,8.8,0.0,0
0308,11.2,0.0,0
0309,14.1,0.8,0
0310,13.2,0.0,0
0311,6.8,0.0,0
0312,9.5,0.0,0
0313,9.6,0.0,0
0314,9.2,0.0,0
0315,12.3,0.0,0
0316,12.6,18.4,0
0317,9.2,0.0,0
0318,10.5,21.4,0
0319,14.2,0.0,0
0320,8.5,0.0,0
0321,6.3,0.0,0
0322,7.0,0.0,0
0323,7.8,3.5,0
0324,9.2,11.3,0
0325,10.5,0.0,0
0326,9.6,0.0,0
0327,9.2,0.0,0
0328,6.2,16.6,0
0329,8.0,0.0,0
0330,8.6,0.0,0
0331,8.5,0.0,0
0401,9.4,0.0,0
0402,8.7,0.0,0
0403,10.4,0.0,0
0404,10.2,0.0,0
0405,11.0,0.0,0
0406,10.3,0.0,0
0407,10.9,0.0,0
0408,11.0,7.3,0
0409,12.3,31.3,0
0410,12.8,21.9,0
0411,12.4,1.3,0
0412,10.1,0.0,0
0413,11.4,0.0,0
0414,12.2,81.5,0
0415,8.7,11.1,0
0416,9.1,0.0,0
0417,12.3,0.0,0
0418,11.6,0.0,0
0419,12.7,0.0,0
0420,15.4,0.0,0
0421,15.2,0.0,0
0422,16.4,0.0,0
0423,15.0,0.0,0
0424,16.0,0.0,0
0425,16.1,0.0,0
0426,17.7,0.0,0
0427,17.2,1.5,0
0428,16.3,0.0,0
0429,13.2,0.0,0
0430,10.3,3.9,0
0501,11.4,0.0,0
0502,12.2,0.0,0
0503,14.0,0.0,0
0504,14.7,0.0,0
0505,17.1,0.0,0
0506,15.9,0.1,0
0507,16.0,0.0,0
0508,16.1,0.0,0
0509,16.8,0.0,0
0510,17.1,0.0,0
0511,16.4,22.4,0
0512,16.4,29.5,0
0513,12.8,1.0,0
0514,13.9,2.9,0
0515,15.7,0.0,0
0516,16.3,0.0,0
0517,16.5,1.3,0
0518,14.5,36.9,0
0519,15.9,0.0,0
0520,17.1,0.0,0
0521,19.5,0.0,0
0522,19.4,0.0,0
0523,17.4,0.0,0
0524,19.8,0.0,0
0525,17.2,0.0,0
0526,18.3,0.0,0
0527,16.8,38.7,0
0528,16.9,0.0,0
0529,19.3,0.0,0
0530,19.0,0.0,0
0531,17.3,0.0,0
0601,18.5,0.0,0
0602,20.6,0.0,0
0603,17.1,92.9,0
0604,18.5,0.0,0
0605,17.9,0.0,0
0606,19.5,0.0,0
0607,19.8,0.0,0
0608,20.9,0.0,0
0609,21.7,0.0,0
0610,20.3,0.0,0
0611,18.8,0.0,0
0612,18.1,0.0,0
0613,18.0,0.0,0
0614,19.5,0.0,0
0615,21.5,0.0,0
0616,21.4,21.0,0
0617,22.4,45.4,0
0618,21.3,0.0,0
0619,21.5,0.0,0
0620,17.4,8.8,0
0621,18.1,11.1,0
0622,18.1,0.0,0
0623,18.1,4.9,0
0624,19.0,10.4,0
0625,20.0,0.0,0
0626,20.9,0.7,0
0627,21.1,112.1,0
0628,20.6,29.8,0
0629,20.9,14.4,0
0630,19.8,10.6,0
0701,18.8,18.5,0
0702,19.5,1.3,0
0703,19.1,1.6,0
0704,20.2,0.0,0
0705,21.0,0.0,0
0706,21.8,0.0,0
0707,21.8,0.0,0
0708,21.0,0.0,0
0709,22.3,0.0,0
0710,20.9,23.0,0
0711,21.9,0.6,0
0712,22.5,0.0,0
0713,24.8,0.7,0
0714,24.4,1.8,0
0715,24.4,25.5,0
0716,25.8,0.0,0
0717,21.0,0.0,0
0718,20.8,0.0,0
0719,20.9,0.0,0
0720,20.4,4.6,0
0721,21.2,7.8,0
0722,25.4,9.8,0
0723,26.0,0.0,0
0724,25.1,0.0,0
0725,24.7,0.0,0
0726,26.4,0.0,0
0727,26.8,0.0,0
0728,26.7,0.0,0
0729,28.1,0.0,0
0730,28.5,0.0,0
0731,28.1,0.0,0
0801,28.2,0.0,0
0802,28.0,0.0,0
0803,27.8,0.0,0
0804,27.3,0.0,0
0805,27.9,0.0,0
0806,23.6,1.0,0
0807,23.8,0.0,0
0808,24.3,0.0,0
0809,22.9,157.0,0
0810,25.2,35.0,0
0811,24.7,0.0,0
0812,23.6,0.0,0
0813,23.9,0.0,0
0814,24.1,0.0,0
0815,24.1,0.0,0
0816,23.8,0.0,0
0817,23.3,0.0,0
0818,24.8,0.0,0
0819,26.1,0.0,0
0820,26.9,0.0,0
0821,25.7,5.7,0
0822,26.5,4.1,0
0823,26.9,0.0,0
0824,23.7,12.9,0
0825,23.5,9.0,0
0826,24.7,0.0,0
0827,25.9,0.0,0
0828,27.6,0.0,0
0829,25.1,55.6,0
0830,24.0,0.0,0
0831,24.5,0.0,0
0901,24.2,0.0,0
0902,23.1,0.0,0
0903,22.4,0.0,0
0904,22.2,13.5,0
0905,23.7,19.3,0
0906,25.3,0.0,0
0907,26.0,0.2,0
0908,25.5,9.0,0
0909,24.9,47.2,0
0910,23.5,2.9,0
0911,22.4,0.4,0
0912,24.3,0.0,0
0913,17.0,1.5,0
0914,16.2,0.0,0
0915,18.5,0.0,0
0916,19.6,0.5,0
0917,19.5,1.7,0
0918,19.5,0.0,0
0919,19.3,0.0,0
0920,20.4,0.0,0
0921,19.8,0.0,0
0922,20.5,0.0,0
0923,19.6,0.0,0
0924,20.4,0.0,0
0925,20.0,0.0,0
0926,15.7,2.5,0
0927,16.8,2.6,0
0928,17.1,1.3,0
0929,18.7,0.0,0
0930,18.3,0.0,0
1001,18.8,0.0,0
1002,16.8,43.7,0
1003,19.1,0.0,0
1004,19.7,0.0,0
1005,17.1,0.0,0
1006,17.9,0.0,0
1007,15.3,0.0,0
1008,15.7,0.0,0
1009,18.6,0.0,0
1010,17.4,2.7,0
1011,18.8,25.8,0
1012,19.7,0.0,0
1013,18.3,0.0,0
1014,16.7,0.0,0
1015,18.4,0.0,0
1016,19.2,0.0,0
1017,16.4,0.0,0
1018,16.1,0.0,0
1019,15.6,0.0,0
1020,16.6,0.0,0
1021,18.3,0.0,0
1022,17.7,0.0,0
1023,16.8,0.0,0
1024,17.6,0.0,0
1025,17.8,9.5,0
1026,17.6,28.4,0
1027,15.3,0.0,0
1028,15.9,0.0,0
1029,16.4,0.0,0
1030,16.9,0.0,0
1031,15.0,0.0,0
1101,15.4,0.0,0
1102,16.2,0.0,0
1103,16.9,52.9,0
1104,17.3,0.0,0
1105,14.8,0.0,0
1106,11.7,0.0,0
1107,11.6,0.0,0
1108,13.8,0.0,0
1109,12.7,0.0,0
1110,10.4,0.0,0
1111,7.4,0.0,0
1112,8.7,0.0,0
1113,11.5,0.0,0
1114,13.1,0.0,0
1115,15.8,12.0,0
1116,6.8,0.0,0
1117,7.0,0.0,0
1118,7.5,0.0,0
1119,7.1,0.0,0
1120,9.3,0.0,0
1121,11.0,0.0,0
1122,15.1,0.0,0
1123,12.4,0.9,0
1124,11.1,1.8,0
1125,10.4,0.0,0
1126,8.9,0.0,0
1127,10.1,0.0,0
1128,9.4,1.7,0
1129,9.5,0.0,0
1130,10.2,0.2,0
1201,11.8,14.8,0
1202,5.2,0.0,0
1203,3.5,15,1
1204,6.0,15,1
1205,8.3,0.0,0
1206,9.5,0.0,0
1207,12.6,13.2,0
1208,12.3,2.8,0
1209,3.5,0.0,0
1210,-2.6,0.0,0
1211,-3.8,0.0,0
1212,-4.5,0.0,0
1213,-2.2,0.0,0
1214,-0.6,0.0,0
1215,-0.8,0.0,0
1216,1.4,0.0,0
1217,1.1,2.0,1
1218,-2.4,0.0,0
1219,-2.1,0.0,0
1220,1.6,15,1
1221,0.1,0.0,0
1222,-3.6,0.0,0
1223,-1.6,0.0,0
1224,1.3,15,1
1225,3.7,0.0,0
1226,6.0,0.0,0
1227,7.0,3.5,0
1228,8.9,0.3,0
1229,3.9,1.8,0
1230,-4.1,0.0,0
1231,-2.3,15,1
0101,0.6,0.0,0
0102,0.8,0.0,0
0103,-1.5,0.0,0
0104,-3.1,15,1
0105,-2.3,0.0,0
0106,-3.8,0.0,0
0107,-0.6,15,1
0108,1.7,15,1
0109,-0.4,0.0,0
0110,-1.0,0.0,0
0111,1.5,15,1
0112,2.8,15,1
0113,-1.8,0.0,0
0114,-0.3,15,1
0115,-1.6,15,1
0116,-6.5,0.0,0
0117,-8.4,0.0,0
0118,-5.6,0.0,0
0119,-2.9,0.0,0
0120,-3.1,0.0,0
0121,-3.6,0.0,0
0122,-3.3,0.0,0
0123,-1.7,0.0,0
0124,2.1,5.4,1
0125,-0.1,12.0,1
0126,-2.8,0.0,0
0127,0.0,15,1
0128,3.9,15,1
0129,-0.3,0.0,0
0130,-7.6,0.0,0
0131,-6.8,0.0,0
0201,-4.1,0.0,0
0202,-4.1,0.0,0
0203,-1.6,15,1
0204,-1.0,3.6,1
0205,0.3,0.0,0
0206,3.5,3.9,0
0207,4.8,1.7,1
0208,3.1,0.5,1
0209,1.8,0.0,0
0210,-1.4,15,1
0211,-1.7,0.0,0
0212,-0.3,0.0,0
0213,2.0,0.0,0
0214,3.6,0.0,0
0215,3.5,15,1
0216,10.1,0.0,0
0217,9.3,15,1
0218,2.8,0.0,0
0219,3.1,0.0,0
0220,1.7,0.0,0
0221,0.5,0.0,0
0222,2.1,9.3,1
0223,3.7,7.9,1
0224,3.6,15,1
0225,0.1,0.0,0
0226,3.0,0.0,0
0227,3.1,15,1
0228,-1.4,0.0,0
0229,-3.8,0.0,0
0301,-5.3,0.0,0
0302,-4.2,0.0,0
0303,-3.3,0.0,0
0304,-2.3,0.0,0
0305,1.2,0.0,0
0306,1.3,0.0,0
0307,2.9,15,1
0308,2.9,15,1
0309,-1.2,0.0,0
0310,0.5,0.0,0
0311,5.0,0.0,0
0312,9.3,56.1,1
0313,9.1,2.4,0
0314,4.9,0.4,1
0315,3.0,15,1
0316,6.1,0.0,0
0317,9.0,10.3,0
0318,3.0,0.0,0
0319,2.9,0.0,0
0320,3.7,2.6,0
0321,5.6,0.0,0
0322,5.9,0.0,0
0323,8.9,0.0,0
0324,6.3,0.0,0
0325,3.2,0.0,0
0326,6.9,0.0,0
0327,7.8,0.0,0
0328,9.9,0.0,0
0329,8.0,0.0,0
0330,4.9,0.0,0
0331,7.8,0.0,0
0401,9.3,0.0,0
0402,9.6,0.7,0
0403,5.1,1.2,1
0404,9.5,0.0,0
0405,11.3,0.0,0
0406,10.8,10.9,0
0407,7.7,3.3,0
0408,5.1,9.2,0
0409,5.2,10.7,0
0410,6.7,0.0,0
0411,7.9,0.0,0
0412,8.1,0.0,0
0413,7.2,0.0,0
0414,10.4,0.0,0
0415,12.1,0.0,0
0416,13.0,0.0,0
0417,13.2,0.0,0
0418,13.9,24.0,0
0419,12.3,0.0,0
0420,13.3,0.0,0
0421,14.1,26.3,0
0422,11.2,3.5,0
0423,11.1,0.0,0
0424,12.3,20.9,0
0425,15.2,32.6,0
0426,12.4,0.0,0
0427,11.5,10.0,0
0428,11.3,0.1,0
0429,11.3,0.0,0
0430,11.6,0.0,0
0501,14.3,0.0,0
0502,13.0,0.0,0
0503,14.2,0.0,0
0504,16.9,0.0,0
0505,15.4,54.0,0
0506,16.5,8.7,0
0507,16.5,0.0,0
0508,17.6,0.0,0
0509,16.3,0.0,0
0510,19.0,0.0,0
0511,17.9,0.0,0
0512,17.2,3.8,0
0513,15.8,30.9,0
0514,15.4,2.3,0
0515,14.4,0.0,0
0516,14.8,0.0,0
0517,15.2,0.0,0
0518,14.9,0.6,0
0519,17.2,21.3,0
0520,15.6,0.0,0
0521,16.2,0.0,0
0522,16.4,0.1,0
0523,15.1,0.4,0
0524,12.4,0.0,0
0525,12.9,0.4,0
0526,14.7,1.4,0
0527,16.0,0.0,0
0528,16.8,0.0,0
0529,18.5,0.0,0
0530,15.7,0.6,0
0531,17.4,0.0,0
0601,19.0,0.0,0
0602,17.9,0.0,0
0603,17.6,4.0,0
0604,19.1,0.0,0
0605,21.1,0.0,0
0606,16.9,0.0,0
0607,16.4,0.0,0
0608,16.0,3.1,0
0609,16.9,1.1,0
0610,18.6,0.0,0
0611,20.4,0.0,0
0612,20.8,0.0,0
0613,22.0,0.0,0
0614,19.9,1.3,0
0615,22.0,0.0,0
0616,22.0,0.0,0
0617,22.8,0.1,0
0618,22.2,0.1,0
0619,20.6,0.0,0
0620,18.5,1.8,0
0621,16.8,43.5,0
0622,17.2,1.7,0
0623,18.9,0.0,0
0624,19.4,0.0,0
0625,21.5,0.0,0
0626,22.1,0.0,0
0627,21.0,31.8,0
0628,21.4,16.5,0
0629,19.2,54.6,0
0630,20.4,0.0,0
0701,18.7,23.2,0
0702,21.5,26.9,0
0703,20.5,0.0,0
0704,19.6,0.0,0
0705,20.4,0.0,0
0706,18.4,17.8,0
0707,18.2,0.0,0
0708,19.6,10.5,0
0709,23.2,0.1,0
0710,21.7,0.0,0
0711,20.5,0.0,0
0712,19.2,13.2,0
0713,21.1,0.0,0
0714,22.5,10.6,0
0715,22.2,213.8,0
0716,23.7,76.4,0
0717,24.9,15.3,0
0718,24.4,0.0,0
0719,26.6,0.0,0
0720,25.6,0.0,0
0721,24.6,0.0,0
0722,23.7,4.3,0
0723,24.6,18.5,0
0724,24.4,0.2,0
0725,24.0,6.3,0
0726,25.4,0.0,0
0727,25.0,0.0,0
0728,26.0,0.0,0
0729,26.1,0.0,0
0730,26.1,0.0,0
0731,24.4,42.5,0
0801,23.2,105.3,0
0802,22.1,16.2,0
0803,20.5,9.0,0
0804,23.4,17.1,0
0805,24.4,6.5,0
0806,24.2,1.5,0
0807,24.2,1.1,0
0808,24.5,2.2,0
0809,25.5,0.0,0
0810,24.7,0.0,0
0811,25.4,0.0,0
0812,23.5,28.9,0
0813,20.2,47.2,0
0814,22.1,37.5,0
0815,22.5,16.1,0
0816,21.6,15.0,0
0817,21.1,0.1,0
0818,21.0,0.0,0
0819,22.7,0.0,0
0820,24.3,0.0,0
0821,21.1,14.3,0
0822,21.0,28.5,0
0823,21.9,1.0,0
0824,22.9,8.0,0
0825,24.9,0.0,0
0826,25.2,0.0,0
0827,24.1,33.7,0
0828,23.6,0.1,0
0829,20.5,7.5,0
0830,21.5,0.0,0
0831,24.2,0.0,0
0901,20.6,33.2,0
0902,22.3,3.1,0
0903,22.6,0.1,0
0904,23.9,0.0,0
0905,25.0,0.1,0
0906,25.6,0.0,0
0907,25.2,0.0,0
0908,20.9,0.0,0
0909,25.1,0.0,0
0910,19.4,101.1,0
0911,21.0,2.6,0
0912,22.5,0.0,0
0913,22.9,0.0,0
0914,23.5,5.0,0
0915,22.4,0.5,0
0916,20.3,0.7,0
0917,19.8,0.0,0
0918,18.6,0.0,0
0919,19.0,0.0,0
0920,20.7,0.0,0
0921,20.8,0.0,0
0922,21.5,0.0,0
0923,21.4,0.0,0
0924,21.7,0.0,0
0925,21.4,0.0,0
0926,19.6,15.4,0
0927,19.6,0.1,0
0928,19.9,0.0,0
0929,21.1,0.0,0
0930,18.9,0.0,0
1001,19.0,0.0,0
1002,19.2,0.0,0
1003,18.4,0.0,0
1004,17.7,0.0,0
1005,18.2,0.0,0
1006,18.8,0.0,0
1007,16.1,0.0,0
1008,17.2,0.0,0
1009,17.0,0.0,0
1010,17.8,0.0,0
1011,17.7,0.0,0
1012,18.7,0.0,0
1013,16.9,0.0,0
1014,17.8,0.0,0
1015,18.3,0.0,0
1016,17.7,0.0,0
1017,18.5,0.0,0
1018,15.2,0.0,0
1019,13.9,0.0,0
1020,16.3,0.0,0
1021,18.3,0.0,0
1022,13.8,0.0,0
1023,13.4,0.0,0
1024,16.5,0.0,0
1025,19.2,0.0,0
1026,14.0,9.4,0
1027,12.0,0.0,0
1028,14.7,0.0,0
1029,15.6,0.0,0
1030,15.8,0.0,0
1031,16.0,0.0,0
1101,9.9,0.0,0
1102,10.0,0.0,0
1103,12.3,0.0,0
1104,16.5,2.4,0
1105,13.2,0.0,0
1106,14.6,0.0,0
1107,13.1,0.5,0
1108,8.4,0.0,0
1109,10.2,0.0,0
1110,12.7,0.0,0
1111,13.2,0.0,0
1112,9.6,0.0,0
1113,9.7,0.0,0
1114,10.4,0.0,0
1115,11.6,0.0,0
1116,12.5,15,1
1117,13.0,0.0,0
1118,14.7,0.0,0
1119,11.7,0.0,0
1120,10.9,0.0,0
1121,12.6,0.0,0
1122,6.9,0.0,0
1123,5.2,0.0,0
1124,9.0,0.0,0
1125,11.9,0.0,0
1126,13.0,7.1,0
1127,8.1,4.1,1
1128,3.7,0.0,0
1129,6.4,15,1
1130,13.5,0.0,0
1201,14.2,2.0,0
1202,3.1,0.0,0
1203,2.6,15,1
1204,5.0,15,1
1205,3.8,15,1
1206,2.0,15,1
1207,2.7,0.0,0
1208,2.1,0.0,0
1209,3.2,0.0,0
1210,7.7,0.0,0
1211,8.4,33.9,0
1212,8.3,0.0,0
1213,2.3,0.0,0
1214,3.7,0.0,0
1215,8.2,0.0,0
1216,13.2,1.2,0
1217,16.0,6.3,0
1218,8.2,4.3,0
1219,6.6,2.8,0
1220,5.2,5.1,1
1221,1.7,0.3,0
1222,1.3,0.0,0
1223,2.1,0.0,0
1224,3.5,0.0,0
1225,4.0,0.0,0
1226,3.8,0.0,0
1227,3.9,0.0,0
1228,4.2,0.0,0
1229,5.6,0.0,0
1230,7.1,1.0,0
1231,6.1,0.0,0
0101,5.3,0.0,0
0102,4.9,0.0,0
0103,7.4,0.0,0
0104,9.1,0.0,0
0105,12.4,0.0,0
0106,7.1,5.4,0
0107,0.3,0.0,0
0108,0.5,0.0,0
0109,2.1,15,1
0110,-3.4,0.0,0
0111,-3.8,0.0,0
0112,-3.1,0.0,0
0113,-1.1,15,1
0114,3.1,15,1
0115,1.8,0.0,0
0116,6.2,15,1
0117,5.8,1.8,0
0118,4.4,0.0,0
0119,5.4,22.0,1
0120,5.1,0.1,1
0121,4.6,4.9,0
0122,3.3,2.1,0
0123,3.5,0.0,0
0124,5.2,15,1
0125,0.5,0.0,0
0126,-1.8,0.0,0
0127,3.0,0.0,0
0128,5.2,2.3,1
0129,0.5,1.4,0
0130,0.8,15,1
0131,2.6,0.0,0
